"prey","Base","Vec","Rab5GDP","Rab5GTP","Enr_GDP","Enr_GTP","sEnr_GDP","sEnr_GTP","p_GDP_Vec","p_GTP_Vec","p_GTP_GDP","p_GDP_GTP","p_GDP","p_GTP","Base_diUb","Vec_diUb","diUb1","Enr_diUb","sEnr_diUb","p_Bind_diUb","Base_diUb4","Vec_diUb4","di4spUb","Enr_diUb4","sEnr_diUb4","p_Bind_diUb4"
"Ercc5",58.6,0.1,0,0.1,-1.1,0.22,-2.14,-3.34,0.018,0.001,0.237,0.763,0.013,0,57.8,0.1,0,-1.1,-6.03,0.013,55.1,0.1,0,-1.1,-6.58,0.01
"Ercc6l2",48.7,0.1,0.1,0,-0.62,-1.88,-1.9,-3.73,0.032,0,0.117,0.883,0.028,0,45.7,0.1,0,-1.88,-6.06,0.011,55.4,0.1,0.1,-0.84,-4.48,0.025
"Ercc8",29.8,0.1,0,0,-1.72,-1.72,-2.09,-3.72,0.023,0,0.148,0.852,0.019,0,33.5,0.1,0,-1.72,-6.03,0.012,34.3,0.1,0,-1.72,-6.64,0.011
"Ergic1",96.3,0.1,0.2,0,1.28,-1.1,-1.64,-3.76,0.05,0,0.083,0.917,0.046,0,102.4,0.1,0,-1.1,-6.12,0.014,99.7,0.1,0,-1.1,-6.62,0.008
"Ergic2",562,10.6,1,0.5,-3.27,-4.2,-2.07,-3.66,0.021,0,0.142,0.858,0.018,0,495.9,10.6,0.2,-5.41,-5.3,0.007,526.4,10.6,0.3,-5.08,-5.59,0.006
"Ergic3",49.4,1.4,0,0,-4.83,-4.83,-2.19,-3.8,0.022,0,0.168,0.832,0.019,0,48.6,1.4,0,-4.83,-6.51,0.008,49,1.4,0,-4.83,-7.01,0.006
"Erh",99.3,0.3,0.1,0,-1.53,-2.79,-1.98,-3.82,0.026,0,0.12,0.88,0.023,0,102.7,0.3,0.1,-1.79,-4.5,0.024,104.3,0.3,0,-2.79,-6.79,0.005
"Eri1",76.9,2.9,0.1,0,-4.6,-5.87,-2.14,-3.81,0.02,0,0.144,0.856,0.017,0,77,2.9,0.1,-4.86,-5.48,0.008,67.6,2.9,0.1,-4.83,-5.85,0.004
"Eri2",84.3,8.9,0.1,0,-5.55,-7.48,-2.14,-3.86,0.019,0,0.132,0.868,0.016,0,90.9,8.9,0,-7.48,-6.84,0.007,87.1,8.9,0,-7.48,-7.41,0.004
"Eri3",9.2,0.1,0,0,-1.72,-1.72,-2.09,-3.75,0.023,0,0.151,0.849,0.02,0,11.9,0.1,0,-1.72,-6.04,0.011,6.6,0.1,0,-1.72,-6.54,0.009
"Erich3",207.7,0.2,0.2,0.2,-0.15,-0.53,-1.96,-3.47,0.027,0,0.152,0.848,0.023,0,227.6,0.2,0.3,0.28,-3.15,0.091,196.3,0.2,0,-2.53,-6.74,0.007
"Erich6",14.2,1.5,0,0,-4.98,-4.98,-2.17,-3.75,0.019,0,0.15,0.85,0.016,0,21.7,1.5,0.1,-3.98,-5.19,0.011,21.7,1.5,0,-4.98,-7.06,0.005
"Erlec1",207.8,51.2,0.1,0.2,-8.08,-7.54,-2.19,-3.82,0.018,0,0.156,0.844,0.015,0,197.5,51.2,0,-10,-7.17,0.008,205.2,51.2,0,-10,-7.6,0.005
"Erlin1",141.1,38.7,0.1,0.2,-8.33,-7.59,-2.18,-3.8,0.021,0,0.156,0.844,0.018,0,147,38.7,0.2,-7.59,-6.04,0.004,146.5,38.7,0.1,-8.56,-6.96,0.003
"Erlin2",31.2,0.1,0,0,-1.1,-1.1,-2.11,-3.68,0.021,0,0.158,0.842,0.018,0,43.5,0.1,0,-1.1,-5.98,0.016,46.7,0.1,0,-1.1,-6.6,0.01
"Ermard",242.3,122.9,0.2,0.3,-8.89,-8.45,-2.24,-3.83,0.017,0,0.16,0.84,0.014,0,266.8,122.9,0,-11.26,-7.19,0.008,263.3,122.9,0,-11.26,-7.86,0.006
"Ermn",53.7,0,0.1,0,1.26,0,-1.74,-3.75,0.044,0,0.093,0.907,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ermp1",231.8,18.1,0.2,0.5,-6.13,-5.18,-2.13,-3.67,0.022,0,0.159,0.841,0.018,0,258.5,18.1,0.1,-7.5,-6.18,0.005,269.2,18.1,0.1,-7.47,-6.64,0.004
"Ero1l",161.3,0,0.1,0.1,1.92,1.32,-1.87,-3.53,0.035,0,0.134,0.866,0.031,0,153.4,0,0.1,1.59,-3.2,0.117,0,0,0,0,0,0
"Ero1lb",199.4,12.1,0.1,0.2,-6,-5.92,-2.17,-3.76,0.02,0,0.157,0.843,0.017,0,176.8,12.1,0.1,-6.92,-6.12,0.005,176.5,12.1,0.1,-6.88,-6.53,0.004
"Erp44",151.3,8,0,0,-7.33,-7.33,-2.23,-3.9,0.019,0,0.159,0.841,0.016,0,136.7,8,0,-7.33,-6.64,0.008,140.8,8,0,-7.33,-7.39,0.004
"Errfi1",268.1,8,0.6,0,-3.57,-7.33,-2.04,-3.88,0.023,0,0.114,0.886,0.02,0,281.5,8,0.1,-6.33,-5.96,0.007,269.8,8,0.1,-6.29,-6.39,0.003
"Esam",22.5,1,0,0,-4.35,-4.35,-2.16,-3.76,0.019,0,0.152,0.848,0.016,0,25.4,1,0,-4.35,-6.35,0.009,28.1,1,0,-4.35,-6.98,0.005
"Esco1",113.9,21.2,1.5,0,-3.81,-8.73,-2.04,-3.89,0.023,0,0.107,0.893,0.02,0,109.4,21.2,0,-8.73,-6.92,0.007,115.6,21.2,0.3,-6.08,-5.77,0.005
"Esco2",18.9,0.1,0.1,0,0.03,-1.23,-1.86,-3.72,0.033,0,0.103,0.897,0.03,0,11.6,0.1,0,-1.23,-6,0.012,10.3,0.1,0,-1.23,-6.53,0.009
"Esd",311.5,9,8,0.4,-0.16,-4.41,-1.71,-3.79,0.035,0,0.077,0.923,0.033,0,323,9,0.4,-4.49,-4.89,0.012,312.5,9,0.1,-6.46,-6.4,0.003
"Esf1",107.7,0,0.1,0.1,1.92,1.32,-1.83,-3.46,0.037,0,0.136,0.864,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esm1",8,1.1,0,0.1,-4.58,-3.25,-2.17,-3.58,0.018,0,0.176,0.824,0.015,0,7.3,1.1,0,-4.58,-6.28,0.008,8.3,1.1,0.1,-3.54,-5.26,0.011
"Esr1",394,0.7,0.3,0.7,-1.11,0.03,-2.02,-3.24,0.025,0.001,0.22,0.78,0.019,0,431.2,0.7,1094.1,10.59,7.38,0.988,415.5,0.7,0.1,-2.79,-5.47,0.01
"Esrp1",161.6,63.4,0.5,0.1,-6.88,-8.99,-2.19,-3.86,0.018,0,0.142,0.858,0.016,0,147.7,63.4,0,-10.31,-7.1,0.008,154.3,63.4,0.1,-9.27,-7.17,0.002
"Esrp2",10.1,0.1,0,0,-1.23,-1.23,-2.1,-3.7,0.023,0,0.16,0.84,0.02,0,5.3,0.1,0,-1.23,-5.96,0.015,4.7,0.1,0,-1.23,-6.48,0.011
"Esrrb",7.5,11.4,0,0,-7.84,-7.84,-2.23,-3.87,0.018,0,0.152,0.848,0.015,0,10.2,11.4,0,-7.84,-6.82,0.007,11.1,11.4,0,-7.84,-7.46,0.003
"Esyt2",205.2,60.3,0.3,0.2,-7.24,-8.24,-2.2,-3.8,0.021,0,0.164,0.836,0.018,0,197.4,60.3,0,-10.24,-7.18,0.007,199.1,60.3,0.3,-7.59,-6.28,0.004
"Esyt3",26.3,0.1,0,0,-1.23,-1.23,-2.08,-3.69,0.023,0,0.157,0.843,0.019,0,28.1,0.1,0,-1.23,-6.01,0.017,28.6,0.1,0,-1.23,-6.62,0.009
"Etaa1",40,0,0.1,0.1,1.26,1.32,-1.91,-3.38,0.035,0.001,0.173,0.827,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etf1",329,8.1,0.6,0.5,-3.58,-4.02,-2.1,-3.61,0.021,0,0.156,0.844,0.017,0,340.8,8.1,31.1,1.94,-0.7,0.38,365.4,8.1,0.5,-3.95,-4.97,0.009
"Etfa",182.8,484.8,0.2,0.1,-10.87,-11.92,-2.22,-3.87,0.019,0,0.165,0.835,0.016,0,193.2,484.8,0.1,-11.66,-6.89,0.006,181.7,484.8,0,-13.24,-7.97,0.004
"Etfb",31.2,31.5,0,0,-9.3,-9.3,-2.21,-3.87,0.023,0,0.16,0.84,0.019,0,32.2,31.5,0,-9.3,-7.05,0.008,31.6,31.5,0,-9.3,-7.7,0.004
"Etfdh",101.4,0.1,0,0.1,-1.23,0.09,-2.14,-3.37,0.021,0,0.223,0.777,0.017,0,98.8,0.1,0,-1.23,-6.1,0.015,107.2,0.1,0,-1.23,-6.63,0.008
"Etl4",61.8,0,0.1,0,1.26,0,-1.77,-3.69,0.049,0,0.105,0.895,0.044,0,64.9,0,0.2,2,-2.57,0.179,0,0,0,0,0,0
"Etnk1",447.7,86.5,0.5,0.5,-7.33,-7.43,-2.2,-3.8,0.019,0,0.151,0.849,0.016,0,444,86.5,0,-10.76,-7.15,0.008,422.6,86.5,0,-10.76,-7.78,0.005
"Etnppl",61.5,0.1,0.1,0,0.21,-1.72,-1.81,-3.77,0.033,0,0.092,0.908,0.03,0,55.9,0.1,0,-1.72,-6.14,0.013,48.9,0.1,0,-1.72,-6.69,0.007
"Etohi1",102,17,0,0,-8.41,-8.41,-2.23,-3.9,0.021,0,0.149,0.851,0.018,0,95.1,17,0,-8.41,-6.82,0.008,109.5,17,0.1,-7.37,-6.63,0.003
"Ets1",99.5,200.6,0,0,-11.97,-11.97,-2.23,-3.88,0.022,0,0.16,0.84,0.019,0,87.3,200.6,0,-11.97,-7.21,0.007,84.8,200.6,0.1,-10.93,-7.49,0.003
"Ets2",173.8,6.9,0.3,0.2,-4.39,-5.11,-2.1,-3.73,0.019,0,0.142,0.858,0.016,0,172.8,6.9,0.1,-6.11,-5.8,0.006,161.9,6.9,0.1,-6.07,-6.25,0.004
"Etv1",165.3,9.6,0,0.2,-7.59,-5.12,-2.19,-3.69,0.02,0,0.166,0.834,0.017,0,166.3,9.6,0,-7.59,-6.77,0.008,162,9.6,0,-7.59,-7.34,0.005
"Etv5",109.8,10.4,0.1,0,-5.78,-7.7,-2.16,-3.87,0.018,0,0.135,0.865,0.016,0,118.2,10.4,0,-7.7,-6.9,0.005,121.1,10.4,0,-7.7,-7.34,0.004
"Etv6",55.7,0,0.1,0.1,1.26,1.32,-1.92,-3.4,0.028,0.001,0.164,0.836,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evc",28.4,3.3,0.1,0,-4.12,-6.05,-2.07,-3.79,0.018,0,0.13,0.87,0.015,0,30.6,3.3,0,-6.05,-6.59,0.007,27.1,3.3,0.1,-5.01,-5.81,0.005
"Evi2a",134.8,0.6,0.3,0.3,-0.64,-0.83,-1.92,-3.41,0.024,0,0.157,0.843,0.021,0,151.9,0.6,0,-3.64,-6.33,0.008,146.4,0.6,0.1,-2.6,-5.22,0.013
"Evi5",241.6,21.3,0.1,0,-6.81,-8.73,-2.19,-3.85,0.019,0,0.146,0.854,0.016,0,252.8,21.3,0.1,-7.73,-6.23,0.006,250.2,21.3,0,-8.73,-7.54,0.004
"Ewsr1",18.7,0,0.1,0,1.26,0,-1.77,-3.71,0.051,0,0.103,0.897,0.046,0,0,0,0,0,0,0,12.6,0,0.1,1.04,-3.76,0.094
"Exd2",74.4,32.4,0,0,-9.34,-9.34,-2.22,-3.84,0.02,0,0.156,0.844,0.017,0,84.9,32.4,0.1,-7.75,-6.06,0.005,85.1,32.4,0,-9.34,-7.53,0.004
"Exo5",35.2,0.1,0.1,0,0.03,-1.23,-1.83,-3.7,0.044,0,0.117,0.883,0.039,0,31.6,0.1,0,-1.23,-6.06,0.015,31.8,0.1,0,-1.23,-6.58,0.01
"Exoc1",70.1,0.1,0.3,0,1.49,-1.23,-1.56,-3.76,0.062,0,0.074,0.926,0.058,0,71.4,0.1,0.1,-0.23,-3.92,0.05,72.8,0.1,0,-1.23,-6.57,0.009
"Exoc2",71.1,40.5,0,0,-9.66,-9.66,-2.23,-3.89,0.019,0,0.144,0.856,0.016,0,53.7,40.5,0,-9.66,-7.08,0.007,62.1,40.5,0,-9.66,-7.6,0.006
"Exoc3",185.2,0.4,0.6,0.1,0.47,-1.97,-1.75,-3.67,0.039,0,0.087,0.913,0.035,0,212.9,0.4,0.1,-2.29,-4.91,0.012,192.7,0.4,0,-3.29,-6.89,0.005
"Exoc4",25.8,0,0.1,0,1.26,0,-1.72,-3.76,0.05,0,0.105,0.895,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exoc5",171.3,3.2,0.8,0.2,-1.99,-3.56,-1.98,-3.69,0.023,0,0.118,0.882,0.02,0,166.3,3.2,0,-6.03,-6.62,0.008,171.7,3.2,0.1,-4.99,-5.98,0.004
"Exoc6",45.7,0.1,0.1,0,0.16,-1.1,-1.84,-3.71,0.035,0,0.11,0.89,0.031,0,43.7,0.1,0,-1.1,-6.02,0.018,48.6,0.1,0,-1.1,-6.57,0.009
"Exoc6b",28,0.1,0.1,0,0.82,-1.1,-1.7,-3.77,0.044,0,0.093,0.907,0.04,0,30,0.1,0,-1.1,-6.14,0.011,32.9,0.1,0,-1.1,-6.6,0.011
"Exosc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,4.2,6.42,2.75,0.719
"Exosc3",33.6,0.1,0,0,-1.1,-1.1,-2.12,-3.71,0.022,0,0.155,0.845,0.019,0,35.9,0.1,0,-1.1,-5.98,0.011,37.3,0.1,0,-1.1,-6.65,0.01
"Exosc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,136.7,0,-11.42,-7.18,0.009,0,0,0,0,0,0
"Exosc7",27.6,0.7,0,0,-3.97,-3.97,-2.17,-3.77,0.019,0,0.171,0.829,0.016,0,29.7,0.7,0,-3.97,-6.26,0.011,27.1,0.7,0,-3.97,-6.92,0.004
"Exosc8",260.9,0.2,0.2,0.2,0.17,0.25,-1.93,-3.32,0.025,0,0.177,0.823,0.021,0,259.3,0.2,0,-2.21,-6.19,0.011,254.5,0.2,0.1,-1.17,-4.97,0.017
"Exosc9",106.6,27.4,0.1,0.4,-7.84,-6.01,-2.2,-3.75,0.022,0,0.173,0.827,0.018,0,108.6,27.4,0.1,-7.51,-6.08,0.004,105.7,27.4,0,-9.1,-7.56,0.003
"Exph5",49.3,0.1,0,0,-1.23,-1.23,-2.11,-3.73,0.02,0,0.143,0.857,0.017,0,41.4,0.1,0.1,-0.23,-3.87,0.053,40.7,0.1,0,-1.23,-6.61,0.008
"Ext1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.2,0,0.1,1.04,-4.12,0.063
"Extl2",139.9,367.5,0.6,0.1,-9.24,-11.52,-2.26,-3.87,0.02,0,0.155,0.845,0.017,0,138.5,367.5,0.2,-10.84,-6.78,0.005,136.5,367.5,0,-12.84,-8.01,0.005
"Extl3",27.2,0,0.1,0,1.26,0,-1.72,-3.73,0.052,0,0.094,0.906,0.047,0,27.7,0,0.1,1,-3.49,0.103,0,0,0,0,0,0
"Eya3",59.6,0.1,0.1,0,-0.54,-1.8,-1.91,-3.74,0.035,0,0.111,0.889,0.031,0,67.5,0.1,0,-1.8,-6.1,0.016,60,0.1,0,-1.8,-6.66,0.007
"Eya4",40.9,0,0.1,0,1.92,0,-1.66,-3.79,0.053,0,0.082,0.918,0.048,0,0,0,0,0,0,0,32,0,0.1,1.04,-3.71,0.094
"Ezh1",96.4,0.3,0.1,0,-1.71,-2.97,-1.96,-3.74,0.024,0,0.121,0.879,0.021,0,128.8,0.3,0.1,-1.97,-4.76,0.022,116.2,0.3,0.1,-1.93,-5.05,0.017
"Ezh2",104.2,0.1,0,0.2,-1.1,1.36,-2.18,-3.11,0.019,0.002,0.291,0.709,0.014,0,100.3,0.1,0.2,0.9,-2.92,0.114,104.8,0.1,0,-1.1,-6.63,0.009
"Ezr",192.9,0.2,0.2,0.3,0.17,0.6,-1.99,-3.28,0.026,0.001,0.209,0.791,0.02,0,199.8,0.2,0.1,-0.62,-3.95,0.047,220.1,0.2,0,-2.21,-6.82,0.005
"F13a1",43.4,5.1,0.1,0,-5.44,-6.7,-2.13,-3.86,0.02,0,0.131,0.869,0.017,0,44.1,5.1,0,-6.7,-6.64,0.008,48.6,5.1,0,-6.7,-7.26,0.004
"F13b",120.4,0.2,0.2,0.2,0.17,-0.21,-1.92,-3.4,0.028,0,0.148,0.852,0.024,0,100.1,0.2,0,-2.21,-6.18,0.009,105,0.2,0,-2.21,-6.74,0.007
"F2",1.7,0,0.1,0,1.26,0,-1.63,-3.69,0.063,0,0.086,0.914,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2r",116.9,15.8,0.2,0.2,-5.94,-6.31,-2.17,-3.76,0.018,0,0.148,0.852,0.015,0,104.3,15.8,0.1,-7.31,-6.12,0.004,112.2,15.8,0,-8.31,-7.54,0.004
"F3",85.9,1.7,0,0.2,-5.09,-3.09,-2.17,-3.57,0.022,0,0.196,0.804,0.018,0,73.5,1.7,0,-5.09,-6.48,0.008,81.6,1.7,0,-5.09,-7.03,0.005
"F5",38.2,0.1,0.1,0,0.82,-1.1,-1.72,-3.78,0.053,0,0.093,0.907,0.048,0,32,0.1,0,-1.1,-5.95,0.015,28.2,0.1,0,-1.1,-6.62,0.01
"F830016B08Rik",4.6,0,0.1,0,1.26,0,-1.7,-3.71,0.054,0,0.097,0.903,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fabp1",20.4,1.5,0,0,-4.99,-4.99,-2.2,-3.82,0.02,0,0.156,0.844,0.017,0,17.4,1.5,0,-4.99,-6.49,0.008,18.4,1.5,0,-4.99,-7.05,0.004
"Fabp12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,0,0.1,1.04,-4.08,0.067
"Fabp3",80.5,0,0.1,0.1,1.26,1.32,-1.94,-3.41,0.03,0,0.173,0.827,0.025,0,69.6,0,0.1,1,-3.48,0.099,0,0,0,0,0,0
"Fabp4",82,581.8,0,0,-13.51,-13.51,-2.19,-3.86,0.022,0,0.156,0.844,0.018,0,79.1,581.8,0,-13.51,-7.25,0.01,78.7,581.8,0,-13.51,-7.92,0.006
"Fabp5",51.2,0.1,0.1,0,0.16,-1.1,-1.81,-3.74,0.043,0,0.111,0.889,0.038,0,48.4,0.1,0,-1.1,-6.01,0.012,44.3,0.1,0,-1.1,-6.64,0.008
"Fabp7",66,0,0.1,0.2,1.26,2,-2,-3.27,0.029,0.001,0.195,0.805,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fabp9",108.3,0,0.2,0.2,2.38,2,-1.88,-3.37,0.028,0.001,0.157,0.843,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fads1",245.1,14.7,0.2,0.2,-5.83,-6.2,-2.18,-3.74,0.019,0,0.163,0.837,0.016,0,256,14.7,0.2,-6.2,-5.59,0.006,256,14.7,0.1,-7.16,-6.6,0.002
"Fads2",1.4,0.1,0,0,-1.23,-1.23,-2.12,-3.73,0.023,0,0.159,0.841,0.019,0,0.9,0.1,0,-1.23,-5.92,0.017,0.8,0.1,0,-1.23,-6.46,0.009
"Fads3",78.7,2,50.3,0.2,4.62,-3.36,-0.49,-3.82,0.359,0,0.025,0.975,0.35,0,79.5,2,0.1,-3.77,-4.81,0.014,79.6,2,0.1,-4.32,-5.67,0.006
"Faf1",188.6,3.5,0.3,0.2,-3.41,-3.67,-2.07,-3.61,0.019,0,0.148,0.852,0.016,0,189.2,3.5,0.1,-4.54,-5.14,0.011,197.2,3.5,0.1,-5.09,-5.96,0.005
"Faf2",113.1,302.1,0.1,0.2,-11.3,-10.1,-2.2,-3.87,0.02,0,0.15,0.85,0.017,0,117,302.1,0,-12.56,-7.27,0.008,115,302.1,0,-12.56,-7.8,0.004
"Fah",106.6,0.6,0.1,0,-2.37,-3.64,-2.05,-3.78,0.022,0,0.142,0.858,0.019,0,116.2,0.6,0,-3.64,-6.33,0.009,103.8,0.6,0,-3.64,-7,0.005
"Fahd1",17.1,0.5,0,0,-3.56,-3.56,-2.14,-3.75,0.021,0,0.16,0.84,0.018,0,21.8,0.5,0.1,-1.97,-4.01,0.039,18.3,0.5,0,-3.56,-6.81,0.006
"Fahd2a",40.2,0,0.1,0,1.26,0,-1.71,-3.73,0.051,0,0.091,0.909,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faim",27.4,0,0,0.9,0,4.25,-2.22,-2.76,0.018,0.011,0.4,0.6,0.011,0.004,28.5,0,0.1,1,-3.48,0.098,0,0,0,0,0,0
"Fam101b",54.8,0,0,0.1,0,1.32,-2.11,-3.25,0.026,0.001,0.249,0.751,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam102a",117.7,1.2,0.1,0,-3.38,-4.64,-2.06,-3.81,0.019,0,0.135,0.865,0.017,0,100,1.2,0.1,-3.64,-5.13,0.009,99.8,1.2,0,-4.64,-6.98,0.005
"Fam102b",143.9,6.7,0.1,0,-5.82,-7.09,-2.2,-3.85,0.02,0,0.141,0.859,0.017,0,143.6,6.7,0,-7.09,-6.68,0.008,143.7,6.7,0,-7.09,-7.31,0.005
"Fam103a1",474,61.6,1.1,0.7,-5.72,-6.41,-2.15,-3.78,0.018,0,0.148,0.852,0.015,0,484.5,61.6,0.1,-8.68,-6.31,0.006,481.8,61.6,0,-10.27,-7.73,0.005
"Fam105a",32.7,0,0.1,0,1.26,0,-1.74,-3.7,0.054,0,0.106,0.894,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam107a",70.4,0.1,0,0,-1.23,-1.23,-2.11,-3.76,0.026,0,0.152,0.848,0.022,0,71.6,0.1,0,-1.23,-6.01,0.015,77,0.1,0.1,-0.19,-4.36,0.04
"Fam107b",243.3,2.5,0.3,0.2,-2.95,-3.21,-2.1,-3.61,0.02,0,0.162,0.838,0.017,0,232.6,2.5,0.1,-4.08,-5.07,0.01,243.5,2.5,0.1,-4.63,-5.9,0.005
"Fam110a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0.1,1.04,-3.11,0.157
"Fam110c",10.1,0,0,0.2,0,2,-2.14,-3.02,0.021,0.003,0.306,0.694,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Fam111a",50.8,0.1,0,0.1,-1.72,-0.39,-2.14,-3.41,0.018,0,0.203,0.797,0.015,0,41.9,0.1,0,-1.72,-6.07,0.014,44,0.1,0,-1.72,-6.62,0.009
"Fam114a1",39.8,0.1,0.1,0.1,0.69,0.09,-1.83,-3.46,0.034,0,0.13,0.87,0.029,0,40,0.1,0,-1.23,-5.94,0.014,39.7,0.1,0,-1.23,-6.55,0.01
"Fam114a2",93.6,0,0.2,0.2,2.38,2,-1.88,-3.31,0.036,0.001,0.163,0.837,0.03,0,83.5,0,0.1,1,-3.65,0.078,82,0,0.1,1.04,-4.12,0.072
"Fam117b",165.2,5.9,0,0.1,-6.9,-5.57,-2.24,-3.76,0.018,0,0.173,0.827,0.015,0,150,5.9,0,-6.9,-6.75,0.007,151.7,5.9,0,-6.9,-7.21,0.004
"Fam118a",82.2,0.3,0.1,0.1,-0.7,-1.3,-1.94,-3.56,0.024,0,0.13,0.87,0.021,0,81.6,0.3,0,-2.63,-6.2,0.009,72.3,0.3,0,-2.63,-6.79,0.006
"Fam118b",166.1,0,0.1,0.2,1.26,2,-2.02,-3.29,0.021,0.001,0.219,0.781,0.016,0,178.2,0,0.1,1.59,-3.28,0.108,0,0,0,0,0,0
"Fam120a",230.7,30.6,0.2,0.2,-6.88,-6.8,-2.17,-3.79,0.018,0,0.141,0.859,0.015,0,224.9,30.6,0.1,-8.26,-6.44,0.005,214.3,30.6,0,-9.26,-7.46,0.005
"Fam120b",77.1,41.4,0,0.1,-9.7,-8.37,-2.21,-3.84,0.021,0,0.156,0.844,0.018,0,77.1,41.4,0,-9.7,-7.04,0.007,78.7,41.4,0,-9.7,-7.7,0.003
"Fam120c",61.6,528.9,0.1,0,-12.11,-13.37,-2.22,-3.84,0.021,0,0.163,0.837,0.018,0,60,528.9,0,-13.37,-7.29,0.009,59.9,528.9,0,-13.37,-7.98,0.004
"Fam122b",44.1,0,0,0.2,0,2,-2.14,-3.05,0.018,0.006,0.31,0.69,0.013,0.002,0,0,0,0,0,0,0,0,0,0,0,0
"Fam122c",43.4,0.1,0.1,0.2,0.16,0.9,-1.99,-3.26,0.022,0.001,0.213,0.787,0.017,0,44.3,0.1,0,-1.1,-5.94,0.012,41,0.1,0,-1.1,-6.64,0.008
"Fam124b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0.1,1.04,-3.41,0.119
"Fam126a",129,0.2,0,0,-2.21,-2.21,-2.14,-3.74,0.021,0,0.158,0.842,0.017,0,127.8,0.2,0.1,-0.62,-3.79,0.042,133.8,0.2,0.1,-1.17,-4.84,0.02
"Fam126b",127.9,0.1,0,0,-1.8,-1.8,-2.14,-3.72,0.023,0,0.155,0.845,0.019,0,118.8,0.1,0.1,-0.21,-3.62,0.057,121.1,0.1,0.2,0.26,-3.38,0.078
"Fam129b",4.1,0.1,0,0,-1.1,-1.1,-2.12,-3.73,0.019,0,0.153,0.847,0.016,0,0.8,0.1,0,-1.1,-5.95,0.012,0.5,0.1,0,-1.1,-6.45,0.01
"Fam133b",82.8,0.9,0.1,0.2,-2.95,-2.21,-2.15,-3.48,0.016,0,0.196,0.804,0.013,0,78.7,0.9,0,-4.21,-6.36,0.01,74.2,0.9,0,-4.21,-7,0.005
"Fam134a",61.2,0.1,0.1,0,0.03,-1.23,-1.88,-3.78,0.033,0,0.107,0.893,0.029,0,65.1,0.1,0,-1.23,-6,0.012,73.5,0.1,0,-1.23,-6.71,0.008
"Fam134b",138.4,177.4,0.6,0.1,-8.03,-10.47,-2.2,-3.9,0.022,0,0.148,0.852,0.018,0,131.8,177.4,0,-11.79,-7.2,0.008,137.9,177.4,0,-11.79,-7.95,0.004
"Fam134c",82.5,0,0.2,0,2.38,0,-1.6,-3.73,0.061,0,0.076,0.924,0.057,0,84.3,0,0.1,1,-3.64,0.085,0,0,0,0,0,0
"Fam135a",204.7,10.8,0.1,0.3,-6.51,-4.96,-2.17,-3.67,0.019,0,0.17,0.83,0.016,0,180.6,10.8,0.1,-6.77,-6.02,0.004,176.6,10.8,0,-7.77,-7.4,0.004
"Fam136a",67.6,127.2,0.1,0.2,-9.39,-9.31,-2.21,-3.83,0.02,0,0.15,0.85,0.017,0,71.4,127.2,0,-11.31,-7.23,0.01,70.7,127.2,0.1,-10.27,-7.27,0.002
"Fam13a",161.6,0.2,0,0.8,-2.15,1.99,-2.22,-2.87,0.017,0.006,0.363,0.637,0.011,0.002,169.9,0.2,0.2,-0.14,-3.54,0.061,171.3,0.2,0,-2.15,-6.67,0.006
"Fam13b",51.5,0,0.1,0,1.92,0,-1.64,-3.75,0.056,0,0.081,0.919,0.051,0,0,0,0,0,0,0,60.4,0,0.1,1.04,-4,0.074
"Fam13c",37.8,3.2,0,0.2,-6.04,-4.03,-2.22,-3.61,0.017,0,0.191,0.809,0.014,0,34.7,3.2,0,-6.04,-6.62,0.009,31.8,3.2,0,-6.04,-7.15,0.004
"Fam149b",26.2,13.9,0,0,-8.13,-8.13,-2.24,-3.84,0.019,0,0.16,0.84,0.016,0,22.6,13.9,0.2,-6.13,-5.48,0.006,24,13.9,0,-8.13,-7.47,0.006
"Fam151a",14,0,0.1,0,1.92,0,-1.56,-3.71,0.076,0,0.081,0.919,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
