"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"Rap2c","di4spUb",0,0.138963666127745,0.138963666127745,1.37061118335501
"Rap2c","Rab5GDP",0,0.109735348656451,0.109735348656451,1.3181712909352
"Rap2c","Rab5GTP",0,0.253309746497122,0.253309746497122,1.72410032715376
"Rapgef1","di4spUb",0,0.151481559033706,0.151481559033706,1.41903313470792
"Rapgef1","Rab5GDP",0,0.192467577788455,0.192467577788455,1.6034031044877
"Rapgef1","Rab5GTP",0,0.288788433039757,0.288788433039757,1.82347098965175
"Rapgef2","EMPTY",0,0.321514580284636,0.321514580284636,1.93901815828024
"Rapgef2","Rab5GDP",0,0.178294558190845,0.178294558190845,1.53115248036156
"Rapgef2","Rab5GTP",0,0.0561746482783066,0.0561746482783066,1.25534308211474
"Rapgef4","di4spUb",0,0.172790919275685,0.172790919275685,1.50651138168343
"Rapgef4","Rab5GDP",0,0.0394897430952464,0.0394897430952464,1.23090897294492
"Rapgef4","Rab5GTP",0,0.344074942599691,0.344074942599691,2.02851236723929
"Rapgef5","di4spUb",0,0.184403787560996,0.184403787560996,1.55844582568933
"Rapgef5","Rab5GDP",0,0.413660640437157,0.413660640437157,2.28605856127244
"Rapgef5","Rab5GTP",0,0.367004448374756,0.367004448374756,2.13576494427558
"Rapgef6","EMPTY",0,0.593614520876698,0.593614520876698,2.59156725252709
"Rapgef6","Rab5GDP",0,0.0736207399578425,0.0736207399578425,1.2791549612316
"Rapgef6","Rab5GTP",0,0.035062525446796,0.035062525446796,1.22418428580647
"Raph1","EMPTY",0.911924478207489,0.659060902544585,1.57098538075207,191.636363636364
"Raph1","Rab5GDP",0,0.118175400390182,0.118175400390182,1.32267435104924
"Raph1","Rab5GTP",0,0.0438455316401343,0.0438455316401343,1.23730434782609
"Rarb","EMPTY",0.701025507721033,0.636519054164652,1.33754456188569,49.2352941176471
"Rarb","Rab5GDP",0,0.273991740451674,0.273991740451674,1.77790272701715
"Rarb","Rab5GTP",0,0.0806859651627219,0.0806859651627219,1.28865442524962
